ID_CATEGORIA;EDAD;SEXO;NIVEL_EDUCATIVO;ESTADO_CIVIL;HIJOS;ID_PRODUCTO;UNID_VENTAS;VISTAS;COSTO_UNIT;PRECIO_UNIT_VENTA;MARGEN;COMPRA
2;38;1;1;1;0;2;0;1;0;0;0;0
2;24;2;1;2;0;2;0;5;0;0;0;1
2;63;1;5;2;0;2;0;1;0;0;0;0
2;21;1;3;1;1;2;0;6;0;0;0;0
2;52;1;5;2;2;2;0;2;0;0;0;0
2;51;2;1;1;2;2;0;1;0;0;0;0
2;38;2;4;2;1;2;0;4;0;0;0;1
2;48;2;4;1;1;2;0;3;0;0;0;1
2;22;2;1;1;1;2;0;1;0;0;0;0
2;47;2;2;2;0;2;0;3;0;0;0;1
2;27;1;4;1;0;2;0;4;0;0;0;0
2;39;2;1;1;1;2;0;7;0;0;0;1
2;41;2;3;1;1;2;0;1;0;0;0;0
2;27;2;4;1;2;2;0;2;0;0;0;1
2;32;1;2;1;1;2;0;5;0;0;0;1
2;34;1;1;2;2;2;0;6;0;0;0;0
2;54;2;2;1;0;2;0;2;0;0;0;1
2;36;1;2;2;1;2;0;9;60;75;0;1
2;61;2;1;1;0;2;0;25;60;75;0;1
2;46;1;2;2;0;2;0;28;60;75;0;1
2;51;1;2;1;3;2;0;28;60;75;0;0
2;18;1;4;2;1;2;0;29;58;75;0;1
2;41;2;3;2;2;2;0;22;58;75;0;0
2;64;2;2;2;1;2;0;33;58;75;0;1
2;55;1;1;1;1;2;25;42;58;75;0;1
2;48;2;1;1;0;2;0;19;58;75;0;0
2;22;2;2;1;2;2;25;27;58;75;0;0
2;22;1;5;1;3;2;0;39;58;75;0;0
2;54;1;3;1;3;2;0;26;58;75;0;0
2;49;1;1;2;1;2;0;35;58;75;0;0
2;62;2;4;1;1;2;0;28;58;75;0;1
2;47;1;5;2;1;2;0;30;58;75;0;1
2;67;1;4;1;0;2;0;21;58;75;0;1
2;67;2;2;1;1;2;0;25;58;75;0;1
2;56;1;1;2;0;2;0;35;58;75;0;1
2;61;2;1;2;2;2;0;21;58;75;0;1
2;32;1;5;2;1;2;0;16;58;75;0;0
2;27;2;1;1;2;2;0;23;58;75;0;1
2;18;2;2;1;1;2;0;31;58;75;0;0
2;35;2;3;1;0;2;0;13;58;75;0;0
2;66;1;2;2;2;2;0;30;58;75;0;0
2;29;1;4;1;0;2;0;23;58;75;0;1
2;54;2;2;2;0;2;0;29;58;75;0;1
2;56;2;1;1;2;2;0;31;58;75;0;1
2;67;1;1;1;1;2;0;40;58;75;0;0
2;27;1;2;1;1;2;0;22;58;75;0;1
2;20;2;4;2;1;2;0;19;58;75;0;0
2;36;2;1;1;0;2;0;23;58;75;0;0
2;25;2;5;1;0;2;0;34;58;75;0;0
2;20;1;4;2;0;2;25;31;58;75;0;0
2;30;2;2;1;0;2;0;30;58;75;0;0
2;63;1;5;1;0;2;0;39;58;75;0;1
2;62;1;5;1;2;2;0;16;58;75;0;0
2;29;2;5;1;3;2;0;18;58;75;0;0
2;31;2;2;2;0;2;0;29;58;75;0;0
2;52;1;5;2;0;2;0;23;58;75;0;1
2;56;2;3;1;2;2;0;27;58;75;0;0
2;34;1;5;2;0;2;0;32;58;75;0;1
2;39;1;1;1;0;2;0;27;58;75;0;1
2;39;2;1;2;1;2;0;25;58;75;0;0
2;68;1;2;2;3;2;0;28;58;75;0;0
2;43;1;1;1;2;2;0;30;58;75;0;1
2;56;1;2;1;3;2;0;38;58;75;0;0
2;52;1;5;1;1;2;0;43;58;75;0;1
2;30;1;3;1;3;2;0;23;58;75;0;1
2;56;1;3;2;2;2;0;33;58;75;0;0
2;45;1;5;2;1;2;0;39;58;75;0;0
2;46;1;2;1;0;2;0;19;58;75;0;0
2;33;2;1;1;0;2;0;27;58;75;0;0
2;56;2;1;1;1;2;0;24;58;75;0;0
2;38;1;1;2;1;2;0;26;58;75;0;0
2;42;1;2;1;1;2;0;35;58;75;0;0
2;61;1;5;1;2;2;0;44;58;75;0;0
2;24;2;2;1;3;2;0;44;58;75;0;0
2;22;1;1;2;0;2;0;24;58;75;0;0
2;21;1;4;1;2;2;0;30;58;75;0;0
2;49;2;4;1;1;2;0;22;58;75;0;0
2;23;1;2;2;1;2;0;23;58;75;0;0
2;18;2;5;1;2;2;25;32;58;75;0;0
2;42;2;5;1;0;2;0;15;58;75;0;0
2;39;2;3;2;3;2;0;25;58;75;0;0
2;21;2;3;2;3;2;0;34;58;75;0;1
2;24;1;3;1;2;2;0;30;58;75;0;1
2;32;1;2;2;1;2;0;27;58;76;0;0
2;66;1;4;1;3;2;0;33;59;76;0;1
2;21;1;2;1;1;2;0;26;59;76;0;0
2;22;1;3;1;3;2;0;25;59;76;0;0
2;26;2;4;1;2;2;0;27;59;76;0;1
2;22;2;5;2;3;2;0;32;59;76;0;1
2;37;1;4;1;0;2;0;26;59;76;0;0
2;20;1;5;1;0;2;0;20;59;76;0;1
2;62;2;4;2;0;2;0;32;59;76;0;1
2;53;1;5;1;2;2;0;19;59;76;0;0
2;59;1;1;1;0;2;0;37;59;76;0;0
2;32;1;5;1;2;2;0;31;59;76;0;1
2;40;2;1;1;1;2;0;34;59;76;0;1
2;32;1;4;1;2;2;0;47;59;76;0;0
2;61;2;2;1;1;2;0;32;59;76;0;0
2;61;2;1;1;1;2;0;26;59;76;0;1
2;23;2;2;2;3;2;0;20;59;76;0;0
2;22;2;2;2;3;2;0;21;59;76;0;0
2;64;2;1;2;3;2;0;24;59;76;0;1
2;28;2;1;1;3;2;0;21;59;76;0;0
2;18;1;4;1;2;2;0;18;59;76;0;0
2;43;1;5;2;2;2;0;28;59;76;0;1
2;61;2;5;1;1;2;0;29;59;76;0;1
2;37;1;5;2;0;2;0;31;59;76;0;0
2;26;1;1;1;1;2;0;37;59;76;0;0
2;51;2;3;1;2;2;25;32;59;76;0;1
2;47;1;5;1;1;2;0;26;59;76;0;1
2;51;1;1;1;2;2;0;30;59;76;0;1
2;33;2;4;2;0;2;0;27;59;76;0;1
2;55;1;5;2;3;2;0;30;59;76;0;0
2;50;1;2;1;3;2;0;20;59;76;0;1
2;56;1;3;1;3;2;0;31;59;76;0;0
2;40;1;2;1;2;2;0;25;59;76;0;1
2;23;1;2;1;2;2;0;17;59;76;0;0
2;45;1;2;2;2;2;0;21;59;76;0;0
2;56;2;5;1;1;2;0;36;59;76;0;1
2;36;2;2;1;3;2;0;36;59;76;0;1
2;23;1;1;2;0;2;0;17;59;76;0;0
2;45;1;1;2;1;2;0;17;59;76;0;1
2;62;2;4;1;2;2;0;13;59;76;0;0
2;31;2;3;2;3;2;0;23;59;76;0;1
2;54;2;4;1;3;2;0;25;59;76;0;0
2;34;2;2;2;2;2;0;21;59;76;0;0
2;63;2;2;2;2;2;0;18;59;76;0;0
2;58;1;2;2;3;2;0;18;59;76;0;0
2;45;2;3;2;0;2;0;10;59;76;0;0
2;52;2;4;2;3;2;0;9;59;76;0;1
2;51;1;2;2;3;2;0;3;59;76;0;0
2;63;2;3;1;2;2;0;2;59;76;0;1
2;45;1;4;1;2;2;0;12;59;76;0;1
2;68;2;4;1;0;2;25;7;59;76;0;0
2;47;2;5;1;2;2;0;25;59;76;0;0
2;68;1;3;2;1;2;0;19;59;76;0;0
2;52;2;3;2;0;2;0;20;59;76;0;0
2;52;2;2;1;2;2;0;21;59;76;0;1
2;55;2;5;1;2;2;0;14;59;76;0;0
2;46;1;1;1;3;2;25;22;59;76;0;0
2;33;1;1;2;2;2;0;28;59;76;0;0
2;55;1;2;1;2;2;0;36;59;76;0;0
2;58;2;2;1;1;2;0;42;59;76;0;0
2;61;2;1;1;3;2;0;41;59;76;0;0
2;51;2;3;2;1;2;0;14;59;76;0;1
2;36;1;4;1;2;2;0;38;59;76;0;0
2;22;1;1;2;3;2;0;15;59;76;0;0
2;25;2;4;1;3;2;0;20;59;76;0;0
2;21;1;1;1;2;2;0;23;59;76;0;0
2;27;1;4;1;2;2;0;19;59;76;0;0
2;41;2;5;1;2;2;0;24;59;76;0;0
2;62;2;1;2;0;2;0;20;59;76;0;1
2;53;1;2;1;2;2;0;23;59;76;0;1
2;26;1;3;1;0;2;0;36;59;76;0;0
2;19;1;1;1;2;2;0;29;59;76;0;1
2;68;1;4;2;0;2;0;24;59;76;0;1
2;22;2;1;1;1;2;0;44;59;78;0;0
2;46;2;4;1;0;2;0;28;59;78;0;0
2;39;2;1;2;1;2;0;39;59;78;0;1
2;54;2;2;1;0;2;0;37;59;78;0;1
2;49;1;1;2;3;2;0;28;59;78;0;1
2;43;2;5;2;3;2;0;21;59;78;0;0
2;51;2;4;2;3;2;0;15;59;78;0;0
2;61;1;1;2;3;2;0;32;59;78;0;1
2;67;1;3;2;2;2;0;10;59;78;0;0
2;42;1;5;1;3;2;0;22;59;78;0;0
2;57;2;5;2;1;2;0;22;59;78;0;0
2;26;1;4;2;3;2;0;17;59;78;0;1
2;30;2;1;2;2;2;0;27;59;78;0;0
2;62;1;1;1;1;2;25;27;59;78;0;0
2;65;1;4;2;3;2;0;27;59;76;0;0
2;41;2;3;1;2;2;0;26;59;76;0;1
2;30;2;1;1;2;2;0;39;59;76;0;0
2;53;1;2;2;3;2;0;24;59;76;0;1
2;21;1;2;1;0;2;0;17;59;76;0;0
2;30;1;4;2;3;2;0;16;59;76;0;1
2;50;2;4;1;2;2;0;15;59;76;0;0
2;24;1;2;2;3;2;0;18;59;76;0;0
2;58;2;2;1;2;2;0;17;59;76;0;0
2;43;1;1;2;2;2;0;17;59;76;0;1
2;56;1;1;1;0;2;0;17;59;76;0;1
2;63;2;5;2;3;2;0;21;59;76;0;1
2;23;1;1;1;2;2;0;30;59;76;0;0
2;44;1;4;2;1;2;0;13;59;76;0;0
2;65;2;5;1;0;2;25;10;59;76;0;1
2;31;2;2;1;3;2;0;11;59;76;0;1
2;33;1;1;2;0;2;0;16;59;76;0;1
2;30;1;1;1;1;2;0;5;59;76;0;0
1;58;2;5;1;1;3;0;9;19560;26300;0;0
1;63;1;2;2;0;3;0;8;19560;26300;0;1
1;53;1;2;1;0;3;0;7;19560;26300;0;1
1;50;1;2;1;2;3;0;4;19560;26300;0;1
1;41;1;4;1;1;3;0;6;19560;26300;0;1
1;58;2;5;1;0;3;0;4;19560;26300;0;0
1;35;2;1;2;0;3;0;10;19560;26300;0;0
1;34;2;5;2;2;3;0;2;19560;26300;0;1
1;37;1;4;1;1;3;0;3;19560;26300;0;1
1;44;2;5;1;0;3;0;5;19560;29456;0;0
1;39;1;4;2;1;3;0;4;19560;29456;0;1
1;28;2;5;1;3;3;0;8;19560;29456;0;0
1;23;2;2;1;2;3;0;7;19560;29456;0;1
1;36;2;3;1;1;3;0;5;19560;26300;0;1
1;39;2;5;2;3;3;0;3;19560;26300;0;0
1;29;2;3;1;3;3;0;10;19560;26300;0;0
1;32;2;3;1;1;3;0;7;19560;26300;0;1
1;22;1;3;1;2;3;0;12;19560;26300;0;1
1;38;2;5;2;3;3;0;19;19560;26300;0;1
1;36;1;4;2;3;3;0;24;19560;26300;0;0
1;58;2;4;2;0;3;0;25;19560;26300;0;1
1;51;1;1;1;3;3;0;14;19560;26300;0;0
1;56;2;3;1;0;3;0;19;19560;26300;0;0
1;21;1;5;2;1;3;0;11;19560;26300;0;0
1;41;1;2;1;1;3;0;18;19560;26300;0;1
1;42;1;4;1;0;3;0;12;19560;26300;0;1
1;55;1;1;2;3;3;0;9;19560;26300;0;0
1;56;1;2;1;2;3;0;17;19560;26300;0;1
1;25;1;1;2;2;3;0;6;19560;26300;0;0
1;51;1;4;1;0;3;0;8;19560;26300;0;0
1;66;2;2;2;0;3;0;13;19560;26300;0;1
1;35;1;5;2;1;3;0;17;19560;26300;0;0
1;38;1;4;2;3;3;0;2;19560;26300;0;0
1;22;1;3;1;3;3;0;12;19560;26300;0;0
1;33;1;3;1;2;3;0;8;19560;26300;0;0
1;37;2;1;1;3;3;1;9;19560;26300;0;0
1;48;1;4;2;1;3;0;0;19560;26300;0;1
1;42;1;1;2;2;3;0;3;19560;26300;0;0
1;39;1;5;2;3;3;0;4;19560;26300;0;0
1;19;1;5;2;0;3;0;4;19560;26300;0;1
1;55;2;3;1;3;3;0;8;19560;26300;0;0
1;32;2;2;1;2;3;0;5;19560;26300;0;0
1;65;1;3;2;1;3;0;6;19560;26300;0;1
1;58;2;3;2;2;3;0;6;19560;26300;0;0
1;22;1;5;2;2;3;0;4;19560;26300;0;1
1;32;2;5;2;2;3;0;6;19560;26300;0;0
1;48;1;4;2;3;3;0;7;19560;26300;0;0
1;57;2;1;2;0;3;0;2;19560;26300;0;0
1;30;2;4;1;1;3;0;1;19560;26300;0;0
1;33;2;4;2;2;3;0;8;19560;26300;0;0
1;68;1;4;2;2;3;0;7;19560;26300;0;1
1;25;1;5;2;3;3;2;2;19560;26300;0;1
1;26;1;2;1;2;3;0;4;19560;26300;0;1
1;45;1;2;2;0;3;0;3;19560;26300;0;1
1;44;1;2;1;2;3;0;4;19150;26300;0;1
1;28;1;1;1;0;3;0;0;19150;26300;0;1
1;40;1;3;1;0;3;0;3;19150;26300;0;0
1;54;2;5;1;3;3;0;3;19150;26300;0;0
1;44;1;3;2;1;3;0;2;19150;26300;0;1
1;27;1;4;1;3;3;0;8;19150;26300;0;0
1;29;1;2;2;1;3;0;11;19150;26300;0;1
1;53;1;3;2;2;3;0;3;19150;26300;0;0
1;66;2;5;1;2;3;0;2;19150;26300;0;1
1;41;2;3;2;3;3;0;2;19150;26300;0;1
1;32;2;4;1;2;3;0;5;19150;26300;0;1
1;60;1;4;2;1;3;0;5;19150;26300;0;0
1;63;2;3;2;3;3;0;7;19150;26300;0;0
1;45;2;3;2;2;3;0;3;19150;26300;0;1
1;68;1;1;1;3;3;0;16;19150;26300;0;1
1;36;1;3;2;1;3;0;9;19150;26300;0;0
1;64;1;5;2;0;3;0;3;19150;26300;0;1
1;57;2;4;1;3;3;0;3;19150;26300;0;1
1;68;2;5;2;0;3;1;4;19150;26300;0;1
1;24;1;2;1;3;3;1;6;19150;26300;0;1
1;51;2;5;2;0;3;0;0;19150;26300;0;0
1;37;2;3;1;3;3;0;13;19150;26300;0;1
1;30;1;5;2;0;3;0;3;19150;26300;0;0
1;64;1;1;2;1;3;0;9;19150;26300;0;0
1;68;1;4;2;0;3;0;4;19150;26300;0;1
1;35;1;1;1;3;3;0;2;19150;26300;0;1
1;33;2;1;2;0;3;0;5;19150;26300;0;0
1;33;2;3;1;1;3;0;4;19150;26300;0;1
1;35;2;3;2;3;3;0;15;19150;26300;0;1
1;42;1;3;1;0;3;0;6;19150;26300;0;1
1;26;1;3;1;2;3;0;0;19150;26300;0;1
1;47;2;4;2;2;3;0;9;19150;26300;0;0
1;67;1;4;1;1;3;0;5;19150;26300;0;1
1;27;1;5;2;0;3;0;6;19150;26300;0;0
1;36;2;4;1;0;3;0;7;19150;26300;0;1
1;18;1;5;1;0;3;0;5;19150;26300;0;1
1;33;1;4;2;1;3;0;4;19150;26300;0;0
1;63;1;1;1;0;3;0;4;19150;26300;0;0
1;35;1;1;1;3;3;0;5;19150;26300;0;0
1;65;1;5;1;1;3;0;3;19150;26300;0;1
1;61;1;2;2;3;3;0;3;19150;26300;0;1
1;28;2;2;1;0;3;0;6;19150;26300;0;0
1;53;1;2;1;2;3;0;4;19150;26700;0;1
1;39;1;3;2;1;3;0;3;19150;26700;0;0
1;53;2;4;1;3;3;0;2;19150;26700;0;1
1;65;1;4;1;0;3;0;3;19385;26700;0;1
1;38;2;5;2;1;3;0;2;19385;26700;0;0
1;44;1;4;2;2;3;0;4;19385;26700;0;0
1;25;1;2;2;3;3;0;6;19385;26700;0;0
1;65;1;4;2;1;3;0;5;19385;26700;0;0
1;61;1;4;2;0;3;0;10;19385;26700;0;0
1;43;2;4;1;3;3;0;4;19385;26700;0;1
1;31;1;3;1;3;3;0;7;19385;26700;0;1
1;59;2;2;2;3;3;0;6;19385;26700;0;1
1;32;1;1;2;2;3;0;2;19385;26700;0;1
1;56;1;1;1;2;3;0;9;19385;26700;0;0
1;37;1;5;1;0;3;0;7;19385;26700;0;1
1;45;1;3;2;1;3;0;8;19385;26700;0;0
1;41;1;4;2;1;3;0;12;19385;26700;0;1
1;63;1;4;1;2;3;0;4;19385;26700;0;1
1;44;1;3;2;0;3;0;8;19385;26700;0;1
1;27;1;5;2;1;3;0;15;19385;26700;0;1
1;40;2;2;2;1;3;0;7;19385;26700;0;0
1;59;1;5;2;2;3;0;9;19385;26700;0;0
1;18;1;5;2;1;3;0;6;19385;26700;0;0
1;59;1;3;2;1;3;0;21;19385;26700;0;1
1;50;2;4;2;2;3;0;5;19385;26700;0;1
1;43;1;4;2;3;3;0;3;19385;26700;0;0
1;27;1;3;1;3;3;0;8;19385;26700;0;1
1;31;1;3;2;0;3;0;7;19385;26700;0;0
1;18;2;4;1;3;3;0;6;19385;26700;0;1
1;20;1;3;2;0;3;0;10;19385;26700;0;0
1;42;2;5;2;2;3;0;8;19385;26700;0;1
1;25;2;1;2;0;3;0;3;19385;26700;0;1
1;65;2;4;2;1;3;0;7;19385;26700;0;1
1;25;1;3;1;2;3;0;6;19385;26700;0;1
1;19;2;3;1;1;3;0;13;19385;26700;0;1
1;26;1;5;2;1;3;0;8;19385;26700;0;0
1;48;2;4;1;1;3;0;9;19385;26700;0;1
1;41;2;5;2;2;3;0;15;19385;26700;0;1
1;60;1;1;2;1;3;0;10;19385;26700;0;0
1;54;2;5;2;0;3;0;7;19385;26700;0;1
1;44;1;2;1;3;3;0;9;19385;26700;0;0
1;43;1;4;2;0;3;0;15;19385;26700;0;1
1;54;2;4;1;0;3;0;8;19385;26700;0;0
1;34;1;3;1;2;3;0;6;19385;26700;0;1
1;20;2;3;2;2;3;0;13;19385;26700;0;0
1;66;2;4;2;3;3;0;14;19385;26700;0;1
1;45;1;2;2;3;3;0;10;19385;26700;0;1
1;49;2;2;2;1;3;0;10;19385;26700;0;1
1;53;2;2;1;2;3;0;14;19385;26700;0;1
1;35;2;4;1;3;3;0;10;19385;26700;0;0
1;24;1;4;1;0;3;0;5;19385;26700;0;1
1;41;1;5;2;3;3;0;6;19385;26700;0;1
1;22;1;3;2;1;3;0;9;19385;26700;0;0
1;43;1;1;1;3;3;0;12;19385;26700;0;1
1;26;2;4;2;2;3;0;18;19385;26700;0;0
1;47;1;3;1;1;3;0;10;19385;26700;0;0
1;33;1;3;1;0;3;0;13;19385;26700;0;1
1;30;1;2;2;0;3;0;19;19385;26700;0;1
1;51;1;3;2;0;3;0;21;19385;26700;0;0
1;63;1;1;2;2;3;0;15;19385;26700;0;0
1;26;2;5;1;3;3;0;6;19385;26700;0;0
1;43;2;5;2;3;3;0;10;19385;26700;0;0
1;21;1;1;1;0;3;0;12;19385;26700;0;0
1;62;2;5;2;1;3;0;17;19385;26700;0;1
1;19;1;2;2;2;3;0;9;19385;26700;0;1
1;22;1;3;2;2;3;1;14;19385;26700;0;0
1;23;1;1;1;0;3;0;1;19385;26700;0;0
1;38;2;3;2;2;3;0;6;19385;26700;0;1
1;52;2;1;2;0;3;0;1;19385;26700;0;1
1;31;1;5;1;1;3;1;5;19385;26700;0;0
1;23;2;4;2;2;3;0;1;19385;26700;0;1
1;61;2;4;2;0;3;0;6;19385;26700;0;0
1;39;1;5;1;3;3;0;3;19385;26700;0;1
1;65;2;3;1;3;3;0;3;19385;26700;0;1
1;60;2;1;2;3;3;0;4;19385;26700;0;1
1;65;1;1;2;3;3;0;1;19385;26700;0;0
1;27;2;4;1;0;3;0;2;19385;26700;0;0
1;50;1;1;2;2;3;0;7;19385;26700;0;0
1;65;2;4;1;2;3;0;12;19385;26700;0;0
1;67;2;4;1;2;3;0;9;19385;26700;0;0
1;48;1;4;2;0;3;0;5;19385;26700;0;0
1;44;2;4;2;2;3;0;5;19385;26700;0;1
1;29;1;5;2;3;3;0;10;19385;26700;0;0
1;35;2;3;1;3;3;0;11;19385;26700;0;0
1;43;2;5;1;0;3;0;8;19385;26700;0;0
1;48;1;5;1;0;3;0;10;19385;26700;0;1
1;37;1;3;2;2;3;0;10;19800;26700;0;1
1;61;1;5;1;0;3;0;11;19800;26700;0;1
1;54;1;3;1;1;3;0;18;19800;26700;0;1
1;57;2;3;1;3;3;0;11;19800;26700;0;1
1;67;1;3;1;1;3;0;10;19800;26700;0;1
1;63;2;4;2;3;3;1;5;19800;26700;0;0
1;23;1;1;1;1;3;0;4;19800;26700;0;1
1;34;2;5;2;2;3;0;9;19800;26700;0;0
1;59;2;3;2;2;3;0;6;19800;26700;0;0
1;23;1;2;2;0;3;0;9;19800;26700;0;0
1;40;1;2;2;2;3;0;28;19800;26700;0;1
1;43;2;5;1;1;3;0;29;19800;26700;0;1
1;68;1;3;2;3;3;0;18;19800;26700;0;0
1;49;1;4;1;1;3;0;19;19800;26700;0;1
1;31;1;3;2;3;3;0;26;19800;26700;0;1
1;26;2;3;1;3;3;0;17;19800;26700;0;1
1;38;2;4;1;0;3;0;18;19800;26700;0;1
1;35;2;2;2;2;3;0;23;19800;26700;0;0
1;29;2;1;2;2;3;1;27;19800;26700;0;0
1;47;2;1;1;0;3;0;6;19800;26700;0;0
1;23;1;4;1;2;3;0;10;19800;26700;0;0
1;30;1;4;1;0;3;0;9;19800;26700;0;1
1;37;1;2;2;1;3;0;34;19800;26700;0;1
1;65;1;2;2;0;3;0;18;19800;26700;0;0
